crab_year,fishery,size,sex,total,target_stock
1998,QP98,71,1,1,SMBKC_PIBKC
1998,QP98,75,1,1,SMBKC_PIBKC
1998,QP98,76,1,1,SMBKC_PIBKC
1998,QP98,77,1,2,SMBKC_PIBKC
1998,QP98,78,1,1,SMBKC_PIBKC
1998,QP98,79,1,1,SMBKC_PIBKC
1998,QP98,80,1,1,SMBKC_PIBKC
1998,QP98,81,1,1,SMBKC_PIBKC
1998,QP98,82,1,4,SMBKC_PIBKC
1998,QP98,84,1,1,SMBKC_PIBKC
1998,QP98,85,1,3,SMBKC_PIBKC
1998,QP98,86,1,1,SMBKC_PIBKC
1998,QP98,89,1,3,SMBKC_PIBKC
1998,QP98,90,1,3,SMBKC_PIBKC
1998,QP98,92,1,2,SMBKC_PIBKC
1998,QP98,93,1,1,SMBKC_PIBKC
1998,QP98,94,1,2,SMBKC_PIBKC
1998,QP98,102,1,1,SMBKC_PIBKC
1998,QP98,104,1,2,SMBKC_PIBKC
1998,QP98,107,1,1,SMBKC_PIBKC
1998,QP98,108,1,1,SMBKC_PIBKC
1998,QP98,109,1,2,SMBKC_PIBKC
1998,QP98,110,1,2,SMBKC_PIBKC
1998,QP98,111,1,1,SMBKC_PIBKC
1998,QP98,112,1,2,SMBKC_PIBKC
1998,QP98,114,1,2,SMBKC_PIBKC
1998,QP98,116,1,1,SMBKC_PIBKC
1998,QP98,118,1,1,SMBKC_PIBKC
1998,QP98,119,1,1,SMBKC_PIBKC
1998,QP98,121,1,1,SMBKC_PIBKC
1998,QP98,127,1,1,SMBKC_PIBKC
1998,TR98,92,1,1,BBRKC
1998,TR98,105,1,1,BBRKC
1998,TR98,107,1,1,BBRKC
1998,TR98,110,1,2,BBRKC
1998,TR98,114,1,1,BBRKC
1998,TR98,124,1,1,BBRKC
1998,TR98,127,1,1,BBRKC
1998,TR98,130,1,1,BBRKC
1998,TR98,133,1,1,BBRKC
1998,TR98,135,1,1,BBRKC
1998,TR98,164,1,1,BBRKC
1999,QO00,32,1,1,BSSC
1999,QO00,36,1,1,BSSC
1999,QO00,56,1,1,BSSC
1999,QO00,67,1,2,BSSC
1999,QO00,70,2,1,BSSC
1999,QO00,71,1,1,BSSC
1999,QO00,71,2,1,BSSC
1999,QO00,72,1,2,BSSC
1999,QO00,73,1,1,BSSC
1999,QO00,75,1,1,BSSC
1999,QO00,77,1,1,BSSC
1999,QO00,78,1,1,BSSC
1999,QO00,79,1,3,BSSC
1999,QO00,79,2,1,BSSC
1999,QO00,80,1,8,BSSC
1999,QO00,81,1,2,BSSC
1999,QO00,82,1,7,BSSC
1999,QO00,82,2,1,BSSC
1999,QO00,83,1,5,BSSC
1999,QO00,84,1,4,BSSC
1999,QO00,85,1,5,BSSC
1999,QO00,86,1,1,BSSC
1999,QO00,87,1,2,BSSC
1999,QO00,87,2,1,BSSC
1999,QO00,88,1,8,BSSC
1999,QO00,88,2,1,BSSC
1999,QO00,89,1,10,BSSC
1999,QO00,90,1,13,BSSC
1999,QO00,91,1,9,BSSC
1999,QO00,92,1,20,BSSC
1999,QO00,93,1,20,BSSC
1999,QO00,93,2,1,BSSC
1999,QO00,94,1,26,BSSC
1999,QO00,95,1,39,BSSC
1999,QO00,96,1,31,BSSC
1999,QO00,97,1,40,BSSC
1999,QO00,98,1,53,BSSC
1999,QO00,99,1,35,BSSC
1999,QO00,100,1,76,BSSC
1999,QO00,100,2,1,BSSC
1999,QO00,101,1,53,BSSC
1999,QO00,102,1,59,BSSC
1999,QO00,103,1,84,BSSC
1999,QO00,104,1,65,BSSC
1999,QO00,105,1,130,BSSC
1999,QO00,106,1,75,BSSC
1999,QO00,107,1,124,BSSC
1999,QO00,108,1,79,BSSC
1999,QO00,109,1,87,BSSC
1999,QO00,110,1,152,BSSC
1999,QO00,111,1,73,BSSC
1999,QO00,112,1,141,BSSC
1999,QO00,113,1,96,BSSC
1999,QO00,114,1,119,BSSC
1999,QO00,115,1,136,BSSC
1999,QO00,116,1,88,BSSC
1999,QO00,117,1,133,BSSC
1999,QO00,118,1,77,BSSC
1999,QO00,119,1,86,BSSC
1999,QO00,120,1,136,BSSC
1999,QO00,121,1,69,BSSC
1999,QO00,122,1,123,BSSC
1999,QO00,123,1,85,BSSC
1999,QO00,124,1,65,BSSC
1999,QO00,125,1,63,BSSC
1999,QO00,126,1,46,BSSC
1999,QO00,127,1,40,BSSC
1999,QO00,128,1,20,BSSC
1999,QO00,129,1,23,BSSC
1999,QO00,130,1,17,BSSC
1999,QO00,131,1,6,BSSC
1999,QO00,132,1,7,BSSC
1999,QO00,133,1,3,BSSC
1999,QO00,134,1,1,BSSC
1999,QO00,135,1,2,BSSC
1999,QO00,136,1,2,BSSC
1999,QO00,137,1,1,BSSC
1999,QO00,138,1,1,BSSC
1999,QO00,139,1,1,BSSC
1999,QO00,145,1,1,BSSC
1999,TR99,81,1,1,BBRKC
1999,TR99,89,1,1,BBRKC
1999,TR99,95,1,1,BBRKC
1999,TR99,98,1,1,BBRKC
1999,TR99,99,1,1,BBRKC
1999,TR99,113,1,1,BBRKC
1999,TR99,114,1,1,BBRKC
1999,TR99,117,1,1,BBRKC
1999,TR99,120,1,1,BBRKC
1999,TR99,121,1,1,BBRKC
1999,TR99,124,1,1,BBRKC
1999,TR99,126,1,1,BBRKC
1999,TR99,131,1,1,BBRKC
1999,TR99,142,1,1,BBRKC
1999,TR99,151,1,1,BBRKC
2000,QB01,45,1,1,PIGKC
2000,QB01,77,2,1,PIGKC
2000,QB01,111,1,1,PIGKC
2000,QO01,60,1,1,BSSC
2000,QO01,62,2,1,BSSC
2000,QO01,70,1,1,BSSC
2000,QO01,71,1,3,BSSC
2000,QO01,72,1,1,BSSC
2000,QO01,73,1,4,BSSC
2000,QO01,73,2,1,BSSC
2000,QO01,74,2,1,BSSC
2000,QO01,75,1,4,BSSC
2000,QO01,76,1,6,BSSC
2000,QO01,77,1,1,BSSC
2000,QO01,78,1,4,BSSC
2000,QO01,78,2,1,BSSC
2000,QO01,79,1,15,BSSC
2000,QO01,80,1,10,BSSC
2000,QO01,81,1,17,BSSC
2000,QO01,82,1,17,BSSC
2000,QO01,83,1,22,BSSC
2000,QO01,84,1,19,BSSC
2000,QO01,84,2,1,BSSC
2000,QO01,85,1,20,BSSC
2000,QO01,86,1,21,BSSC
2000,QO01,87,1,22,BSSC
2000,QO01,88,1,17,BSSC
2000,QO01,89,1,32,BSSC
2000,QO01,90,1,48,BSSC
2000,QO01,90,2,1,BSSC
2000,QO01,91,1,30,BSSC
2000,QO01,92,1,61,BSSC
2000,QO01,93,1,53,BSSC
2000,QO01,94,1,42,BSSC
2000,QO01,95,1,44,BSSC
2000,QO01,96,1,51,BSSC
2000,QO01,97,1,65,BSSC
2000,QO01,98,1,90,BSSC
2000,QO01,99,1,46,BSSC
2000,QO01,100,1,96,BSSC
2000,QO01,101,1,88,BSSC
2000,QO01,102,1,111,BSSC
2000,QO01,103,1,114,BSSC
2000,QO01,104,1,118,BSSC
2000,QO01,105,1,161,BSSC
2000,QO01,106,1,114,BSSC
2000,QO01,107,1,165,BSSC
2000,QO01,108,1,181,BSSC
2000,QO01,109,1,148,BSSC
2000,QO01,110,1,168,BSSC
2000,QO01,111,1,140,BSSC
2000,QO01,112,1,179,BSSC
2000,QO01,113,1,175,BSSC
2000,QO01,114,1,162,BSSC
2000,QO01,115,1,139,BSSC
2000,QO01,116,1,128,BSSC
2000,QO01,117,1,148,BSSC
2000,QO01,118,1,128,BSSC
2000,QO01,119,1,100,BSSC
2000,QO01,120,1,105,BSSC
2000,QO01,121,1,87,BSSC
2000,QO01,122,1,79,BSSC
2000,QO01,123,1,59,BSSC
2000,QO01,124,1,40,BSSC
2000,QO01,125,1,53,BSSC
2000,QO01,126,1,18,BSSC
2000,QO01,127,1,35,BSSC
2000,QO01,128,1,17,BSSC
2000,QO01,129,1,8,BSSC
2000,QO01,130,1,14,BSSC
2000,QO01,131,1,10,BSSC
2000,QO01,132,1,15,BSSC
2000,QO01,133,1,6,BSSC
2000,QO01,134,1,2,BSSC
2000,QO01,135,1,4,BSSC
2000,QO01,137,1,4,BSSC
2000,QO01,138,1,1,BSSC
2000,QO01,139,1,1,BSSC
2000,QO01,140,1,1,BSSC
2000,QO01,145,1,1,BSSC
2000,TR00,70,1,1,BBRKC
2000,TR00,71,1,1,BBRKC
2000,TR00,74,1,1,BBRKC
2000,TR00,81,1,1,BBRKC
2000,TR00,82,1,1,BBRKC
2000,TR00,83,1,1,BBRKC
2000,TR00,84,1,3,BBRKC
2000,TR00,85,1,1,BBRKC
2000,TR00,86,1,2,BBRKC
2000,TR00,87,1,1,BBRKC
2000,TR00,88,1,4,BBRKC
2000,TR00,89,1,1,BBRKC
2000,TR00,90,1,1,BBRKC
2000,TR00,91,1,1,BBRKC
2000,TR00,92,1,1,BBRKC
2000,TR00,93,1,3,BBRKC
2000,TR00,93,2,1,BBRKC
2000,TR00,94,1,2,BBRKC
2000,TR00,95,1,2,BBRKC
2000,TR00,96,1,1,BBRKC
2000,TR00,97,1,1,BBRKC
2000,TR00,98,1,1,BBRKC
2000,TR00,100,1,3,BBRKC
2000,TR00,102,1,3,BBRKC
2000,TR00,103,1,2,BBRKC
2000,TR00,104,1,3,BBRKC
2000,TR00,105,1,5,BBRKC
2000,TR00,106,1,7,BBRKC
2000,TR00,107,1,8,BBRKC
2000,TR00,108,1,6,BBRKC
2000,TR00,109,1,8,BBRKC
2000,TR00,110,1,8,BBRKC
2000,TR00,111,1,5,BBRKC
2000,TR00,112,1,14,BBRKC
2000,TR00,113,1,10,BBRKC
2000,TR00,114,1,5,BBRKC
2000,TR00,115,1,7,BBRKC
2000,TR00,116,1,7,BBRKC
2000,TR00,117,1,7,BBRKC
2000,TR00,118,1,9,BBRKC
2000,TR00,119,1,7,BBRKC
2000,TR00,120,1,6,BBRKC
2000,TR00,121,1,6,BBRKC
2000,TR00,122,1,12,BBRKC
2000,TR00,123,1,5,BBRKC
2000,TR00,124,1,7,BBRKC
2000,TR00,125,1,6,BBRKC
2000,TR00,126,1,5,BBRKC
2000,TR00,127,1,4,BBRKC
2000,TR00,128,1,5,BBRKC
2000,TR00,129,1,2,BBRKC
2000,TR00,130,1,2,BBRKC
2000,TR00,131,1,2,BBRKC
2000,TR00,132,1,1,BBRKC
2000,TR00,137,1,1,BBRKC
2000,TR00,138,1,1,BBRKC
2000,TR00,140,1,1,BBRKC
2001,QB02,85,1,1,PIGKC
2001,QB02,89,1,1,PIGKC
2001,QO02,45,2,1,BSSC
2001,QO02,46,2,1,BSSC
2001,QO02,49,1,1,BSSC
2001,QO02,50,2,2,BSSC
2001,QO02,51,2,2,BSSC
2001,QO02,52,2,5,BSSC
2001,QO02,53,2,4,BSSC
2001,QO02,54,2,4,BSSC
2001,QO02,55,2,2,BSSC
2001,QO02,56,2,4,BSSC
2001,QO02,57,2,5,BSSC
2001,QO02,58,2,6,BSSC
2001,QO02,59,1,2,BSSC
2001,QO02,59,2,5,BSSC
2001,QO02,60,1,1,BSSC
2001,QO02,60,2,4,BSSC
2001,QO02,61,1,1,BSSC
2001,QO02,61,2,1,BSSC
2001,QO02,62,1,1,BSSC
2001,QO02,62,2,1,BSSC
2001,QO02,63,1,1,BSSC
2001,QO02,63,2,1,BSSC
2001,QO02,64,1,1,BSSC
2001,QO02,65,1,3,BSSC
2001,QO02,65,2,2,BSSC
2001,QO02,66,1,5,BSSC
2001,QO02,66,2,1,BSSC
2001,QO02,67,1,2,BSSC
2001,QO02,67,2,1,BSSC
2001,QO02,68,1,7,BSSC
2001,QO02,68,2,1,BSSC
2001,QO02,69,1,12,BSSC
2001,QO02,69,2,4,BSSC
2001,QO02,70,1,11,BSSC
2001,QO02,71,1,11,BSSC
2001,QO02,71,2,1,BSSC
2001,QO02,72,1,14,BSSC
2001,QO02,73,1,23,BSSC
2001,QO02,73,2,1,BSSC
2001,QO02,74,1,24,BSSC
2001,QO02,75,1,30,BSSC
2001,QO02,75,2,1,BSSC
2001,QO02,76,1,26,BSSC
2001,QO02,76,2,1,BSSC
2001,QO02,77,1,33,BSSC
2001,QO02,78,1,26,BSSC
2001,QO02,78,2,1,BSSC
2001,QO02,79,1,43,BSSC
2001,QO02,79,2,1,BSSC
2001,QO02,80,1,43,BSSC
2001,QO02,81,1,37,BSSC
2001,QO02,82,1,46,BSSC
2001,QO02,83,1,63,BSSC
2001,QO02,84,1,54,BSSC
2001,QO02,85,1,89,BSSC
2001,QO02,86,1,60,BSSC
2001,QO02,86,2,2,BSSC
2001,QO02,87,1,82,BSSC
2001,QO02,88,1,82,BSSC
2001,QO02,88,2,1,BSSC
2001,QO02,89,1,86,BSSC
2001,QO02,90,1,131,BSSC
2001,QO02,91,1,104,BSSC
2001,QO02,92,1,172,BSSC
2001,QO02,93,1,139,BSSC
2001,QO02,94,1,162,BSSC
2001,QO02,95,1,211,BSSC
2001,QO02,96,1,221,BSSC
2001,QO02,97,1,260,BSSC
2001,QO02,98,1,245,BSSC
2001,QO02,99,1,237,BSSC
2001,QO02,100,1,365,BSSC
2001,QO02,101,1,347,BSSC
2001,QO02,102,1,431,BSSC
2001,QO02,103,1,342,BSSC
2001,QO02,104,1,342,BSSC
2001,QO02,105,1,406,BSSC
2001,QO02,106,1,357,BSSC
2001,QO02,107,1,374,BSSC
2001,QO02,108,1,420,BSSC
2001,QO02,109,1,334,BSSC
2001,QO02,110,1,390,BSSC
2001,QO02,111,1,308,BSSC
2001,QO02,112,1,362,BSSC
2001,QO02,113,1,349,BSSC
2001,QO02,114,1,300,BSSC
2001,QO02,115,1,334,BSSC
2001,QO02,116,1,265,BSSC
2001,QO02,117,1,240,BSSC
2001,QO02,118,1,250,BSSC
2001,QO02,119,1,168,BSSC
2001,QO02,120,1,191,BSSC
2001,QO02,121,1,117,BSSC
2001,QO02,122,1,119,BSSC
2001,QO02,123,1,112,BSSC
2001,QO02,124,1,67,BSSC
2001,QO02,125,1,62,BSSC
2001,QO02,126,1,67,BSSC
2001,QO02,127,1,45,BSSC
2001,QO02,128,1,28,BSSC
2001,QO02,129,1,19,BSSC
2001,QO02,130,1,26,BSSC
2001,QO02,131,1,15,BSSC
2001,QO02,132,1,7,BSSC
2001,QO02,133,1,3,BSSC
2001,QO02,134,1,5,BSSC
2001,QO02,135,1,3,BSSC
2001,QO02,136,1,1,BSSC
2001,QO02,139,1,2,BSSC
2001,QO02,142,1,1,BSSC
2001,QO02,143,1,3,BSSC
2001,TR01,93,1,1,BBRKC
2001,TR01,102,1,1,BBRKC
2001,TR01,108,1,1,BBRKC
2001,TR01,110,1,1,BBRKC
2001,TR01,110,2,1,BBRKC
2001,TR01,111,1,1,BBRKC
2001,TR01,112,1,2,BBRKC
2001,TR01,112,2,1,BBRKC
2001,TR01,114,1,1,BBRKC
2001,TR01,115,1,1,BBRKC
2001,TR01,116,1,1,BBRKC
2001,TR01,117,1,1,BBRKC
2001,TR01,118,1,4,BBRKC
2001,TR01,119,1,3,BBRKC
2001,TR01,121,1,1,BBRKC
2001,TR01,122,1,1,BBRKC
2001,TR01,124,1,2,BBRKC
2001,TR01,125,1,2,BBRKC
2001,TR01,126,1,1,BBRKC
2001,TR01,129,1,2,BBRKC
2001,TR01,132,1,1,BBRKC
2001,TR01,134,1,1,BBRKC
2001,TR01,138,1,1,BBRKC
2001,TR01,147,1,1,BBRKC
2001,TR01,158,1,1,BBRKC
2002,QB03,76,1,1,PIGKC
2002,QB03,76,2,1,PIGKC
2002,QB03,89,1,1,PIGKC
2002,QO03,68,1,2,BSSC
2002,QO03,69,1,1,BSSC
2002,QO03,70,1,1,BSSC
2002,QO03,71,1,2,BSSC
2002,QO03,74,1,4,BSSC
2002,QO03,76,1,3,BSSC
2002,QO03,77,1,4,BSSC
2002,QO03,78,1,7,BSSC
2002,QO03,79,1,3,BSSC
2002,QO03,80,1,4,BSSC
2002,QO03,81,1,4,BSSC
2002,QO03,82,1,8,BSSC
2002,QO03,83,1,7,BSSC
2002,QO03,83,2,1,BSSC
2002,QO03,84,1,16,BSSC
2002,QO03,85,1,11,BSSC
2002,QO03,86,1,11,BSSC
2002,QO03,87,1,18,BSSC
2002,QO03,88,1,9,BSSC
2002,QO03,88,2,1,BSSC
2002,QO03,89,1,24,BSSC
2002,QO03,90,1,20,BSSC
2002,QO03,91,1,9,BSSC
2002,QO03,92,1,26,BSSC
2002,QO03,93,1,18,BSSC
2002,QO03,93,2,1,BSSC
2002,QO03,94,1,30,BSSC
2002,QO03,95,1,28,BSSC
2002,QO03,96,1,49,BSSC
2002,QO03,97,1,50,BSSC
2002,QO03,98,1,29,BSSC
2002,QO03,99,1,20,BSSC
2002,QO03,100,1,29,BSSC
2002,QO03,101,1,23,BSSC
2002,QO03,102,1,46,BSSC
2002,QO03,103,1,35,BSSC
2002,QO03,104,1,43,BSSC
2002,QO03,105,1,40,BSSC
2002,QO03,106,1,31,BSSC
2002,QO03,107,1,45,BSSC
2002,QO03,108,1,56,BSSC
2002,QO03,109,1,38,BSSC
2002,QO03,110,1,43,BSSC
2002,QO03,111,1,34,BSSC
2002,QO03,112,1,38,BSSC
2002,QO03,113,1,31,BSSC
2002,QO03,114,1,38,BSSC
2002,QO03,115,1,29,BSSC
2002,QO03,116,1,19,BSSC
2002,QO03,117,1,15,BSSC
2002,QO03,118,1,34,BSSC
2002,QO03,119,1,21,BSSC
2002,QO03,120,1,14,BSSC
2002,QO03,121,1,21,BSSC
2002,QO03,122,1,15,BSSC
2002,QO03,123,1,12,BSSC
2002,QO03,124,1,18,BSSC
2002,QO03,125,1,8,BSSC
2002,QO03,126,1,4,BSSC
2002,QO03,127,1,5,BSSC
2002,QO03,128,1,5,BSSC
2002,QO03,129,1,1,BSSC
2002,QO03,130,1,1,BSSC
2002,QO03,131,1,1,BSSC
2002,QO03,132,1,5,BSSC
2002,QO03,137,1,1,BSSC
2002,TR02,70,1,1,BBRKC
2002,TR02,76,1,1,BBRKC
2002,TR02,94,1,1,BBRKC
2002,TR02,98,1,1,BBRKC
2002,TR02,104,1,1,BBRKC
2002,TR02,106,1,1,BBRKC
2002,TR02,108,1,1,BBRKC
2002,TR02,110,1,1,BBRKC
2002,TR02,114,1,1,BBRKC
2002,TR02,115,1,1,BBRKC
2002,TR02,117,1,1,BBRKC
2002,TR02,118,1,1,BBRKC
2002,TR02,120,1,1,BBRKC
2002,TR02,121,1,2,BBRKC
2002,TR02,122,1,1,BBRKC
2002,TR02,124,1,2,BBRKC
2002,TR02,126,1,1,BBRKC
2002,TR02,128,1,2,BBRKC
2002,TR02,129,1,1,BBRKC
2002,TR02,130,1,2,BBRKC
2002,TR02,132,1,1,BBRKC
2002,TR02,133,1,1,BBRKC
2002,TR02,134,1,2,BBRKC
2002,TR02,135,1,1,BBRKC
2002,TR02,136,1,1,BBRKC
2002,TR02,138,1,1,BBRKC
2002,TR02,145,1,2,BBRKC
2002,TR02,157,1,1,BBRKC
2003,QB04,80,1,1,PIGKC
2003,QB04,99,1,1,PIGKC
2003,QO04,66,2,1,BSSC
2003,QO04,70,1,1,BSSC
2003,QO04,71,2,1,BSSC
2003,QO04,72,2,1,BSSC
2003,QO04,73,2,2,BSSC
2003,QO04,74,1,1,BSSC
2003,QO04,74,2,4,BSSC
2003,QO04,75,1,3,BSSC
2003,QO04,75,2,4,BSSC
2003,QO04,76,2,2,BSSC
2003,QO04,77,1,2,BSSC
2003,QO04,77,2,6,BSSC
2003,QO04,78,1,1,BSSC
2003,QO04,78,2,3,BSSC
2003,QO04,79,1,3,BSSC
2003,QO04,79,2,4,BSSC
2003,QO04,80,1,1,BSSC
2003,QO04,80,2,7,BSSC
2003,QO04,81,1,4,BSSC
2003,QO04,81,2,2,BSSC
2003,QO04,82,1,1,BSSC
2003,QO04,82,2,8,BSSC
2003,QO04,83,1,1,BSSC
2003,QO04,83,2,9,BSSC
2003,QO04,84,1,5,BSSC
2003,QO04,84,2,5,BSSC
2003,QO04,85,1,5,BSSC
2003,QO04,85,2,8,BSSC
2003,QO04,86,1,1,BSSC
2003,QO04,86,2,4,BSSC
2003,QO04,87,1,2,BSSC
2003,QO04,87,2,2,BSSC
2003,QO04,88,1,4,BSSC
2003,QO04,88,2,3,BSSC
2003,QO04,89,1,8,BSSC
2003,QO04,89,2,2,BSSC
2003,QO04,90,1,3,BSSC
2003,QO04,90,2,1,BSSC
2003,QO04,91,1,9,BSSC
2003,QO04,91,2,1,BSSC
2003,QO04,92,1,10,BSSC
2003,QO04,92,2,1,BSSC
2003,QO04,93,1,6,BSSC
2003,QO04,93,2,2,BSSC
2003,QO04,94,1,13,BSSC
2003,QO04,94,2,1,BSSC
2003,QO04,95,1,18,BSSC
2003,QO04,95,2,1,BSSC
2003,QO04,96,1,20,BSSC
2003,QO04,97,1,16,BSSC
2003,QO04,98,1,23,BSSC
2003,QO04,99,1,28,BSSC
2003,QO04,100,1,33,BSSC
2003,QO04,101,1,30,BSSC
2003,QO04,101,2,1,BSSC
2003,QO04,102,1,28,BSSC
2003,QO04,103,1,27,BSSC
2003,QO04,104,1,47,BSSC
2003,QO04,105,1,46,BSSC
2003,QO04,106,1,48,BSSC
2003,QO04,107,1,38,BSSC
2003,QO04,108,1,51,BSSC
2003,QO04,109,1,56,BSSC
2003,QO04,110,1,58,BSSC
2003,QO04,111,1,44,BSSC
2003,QO04,112,1,44,BSSC
2003,QO04,113,1,47,BSSC
2003,QO04,114,1,52,BSSC
2003,QO04,115,1,46,BSSC
2003,QO04,116,1,26,BSSC
2003,QO04,117,1,30,BSSC
2003,QO04,118,1,26,BSSC
2003,QO04,119,1,23,BSSC
2003,QO04,120,1,20,BSSC
2003,QO04,121,1,25,BSSC
2003,QO04,122,1,20,BSSC
2003,QO04,123,1,17,BSSC
2003,QO04,124,1,15,BSSC
2003,QO04,125,1,8,BSSC
2003,QO04,126,1,7,BSSC
2003,QO04,127,1,9,BSSC
2003,QO04,128,1,7,BSSC
2003,QO04,129,1,6,BSSC
2003,QO04,130,1,5,BSSC
2003,QO04,131,1,2,BSSC
2003,QO04,132,1,2,BSSC
2003,QO04,133,1,3,BSSC
2003,QO04,134,1,1,BSSC
2003,QO04,135,1,1,BSSC
2003,QO04,136,1,1,BSSC
2003,QO04,140,1,2,BSSC
2003,QO04,144,1,1,BSSC
2003,TR03,82,1,2,BBRKC
2003,TR03,86,1,1,BBRKC
2003,TR03,88,1,2,BBRKC
2003,TR03,89,1,1,BBRKC
2003,TR03,90,1,1,BBRKC
2003,TR03,94,1,1,BBRKC
2003,TR03,99,1,1,BBRKC
2003,TR03,101,1,1,BBRKC
2003,TR03,102,1,1,BBRKC
2003,TR03,103,1,1,BBRKC
2003,TR03,104,1,2,BBRKC
2003,TR03,107,1,1,BBRKC
2003,TR03,115,1,1,BBRKC
2003,TR03,117,1,2,BBRKC
2003,TR03,125,1,2,BBRKC
2004,QO05o,65,1,1,BSSC
2004,QO05o,66,1,3,BSSC
2004,QO05o,66,2,1,BSSC
2004,QO05o,69,1,2,BSSC
2004,QO05o,70,1,2,BSSC
2004,QO05o,71,1,1,BSSC
2004,QO05o,75,1,3,BSSC
2004,QO05o,76,1,4,BSSC
2004,QO05o,77,1,1,BSSC
2004,QO05o,78,1,1,BSSC
2004,QO05o,79,1,1,BSSC
2004,QO05o,80,1,1,BSSC
2004,QO05o,81,1,3,BSSC
2004,QO05o,82,1,1,BSSC
2004,QO05o,83,1,3,BSSC
2004,QO05o,84,1,5,BSSC
2004,QO05o,85,1,2,BSSC
2004,QO05o,85,2,1,BSSC
2004,QO05o,86,1,4,BSSC
2004,QO05o,87,1,4,BSSC
2004,QO05o,88,1,3,BSSC
2004,QO05o,90,1,9,BSSC
2004,QO05o,91,1,6,BSSC
2004,QO05o,92,1,7,BSSC
2004,QO05o,93,1,2,BSSC
2004,QO05o,94,1,8,BSSC
2004,QO05o,95,1,10,BSSC
2004,QO05o,96,1,9,BSSC
2004,QO05o,97,1,9,BSSC
2004,QO05o,98,1,9,BSSC
2004,QO05o,99,1,11,BSSC
2004,QO05o,100,1,9,BSSC
2004,QO05o,101,1,13,BSSC
2004,QO05o,102,1,22,BSSC
2004,QO05o,103,1,9,BSSC
2004,QO05o,104,1,10,BSSC
2004,QO05o,105,1,24,BSSC
2004,QO05o,106,1,16,BSSC
2004,QO05o,107,1,18,BSSC
2004,QO05o,108,1,25,BSSC
2004,QO05o,109,1,17,BSSC
2004,QO05o,110,1,31,BSSC
2004,QO05o,111,1,21,BSSC
2004,QO05o,112,1,38,BSSC
2004,QO05o,113,1,13,BSSC
2004,QO05o,114,1,36,BSSC
2004,QO05o,115,1,41,BSSC
2004,QO05o,116,1,21,BSSC
2004,QO05o,117,1,22,BSSC
2004,QO05o,118,1,30,BSSC
2004,QO05o,119,1,38,BSSC
2004,QO05o,120,1,30,BSSC
2004,QO05o,121,1,28,BSSC
2004,QO05o,122,1,24,BSSC
2004,QO05o,123,1,16,BSSC
2004,QO05o,124,1,12,BSSC
2004,QO05o,125,1,15,BSSC
2004,QO05o,126,1,11,BSSC
2004,QO05o,127,1,6,BSSC
2004,QO05o,128,1,8,BSSC
2004,QO05o,129,1,6,BSSC
2004,QO05o,130,1,5,BSSC
2004,QO05o,131,1,5,BSSC
2004,QO05o,132,1,4,BSSC
2004,QO05o,134,1,2,BSSC
2004,QO05o,135,1,1,BSSC
2004,QO05o,136,1,1,BSSC
2004,QO05o,142,1,1,BSSC
2004,TR04,69,1,1,BBRKC
2004,TR04,79,1,1,BBRKC
2004,TR04,80,1,1,BBRKC
2004,TR04,82,1,1,BBRKC
2004,TR04,93,1,1,BBRKC
2004,TR04,94,1,1,BBRKC
2004,TR04,95,1,1,BBRKC
2004,TR04,96,1,1,BBRKC
2004,TR04,98,1,2,BBRKC
2004,TR04,101,1,3,BBRKC
2004,TR04,103,1,1,BBRKC
2004,TR04,108,1,1,BBRKC
2004,TR04,111,1,1,BBRKC
2004,TR04,112,1,1,BBRKC
2004,TR04,113,1,1,BBRKC
2004,TR04,115,1,1,BBRKC
2004,TR04,117,1,1,BBRKC
2004,TR04,118,1,1,BBRKC
2004,TR04,124,1,1,BBRKC
2004,TR04,128,1,1,BBRKC
2004,TR04,129,1,1,BBRKC
2004,TR04,134,1,1,BBRKC
2004,TR04,137,1,1,BBRKC
2004,TR04,141,1,1,BBRKC
2005,QO05r,68,2,1,BSSC
2005,QO05r,70,1,1,BSSC
2005,QO05r,71,1,1,BSSC
2005,QO05r,72,1,1,BSSC
2005,QO05r,79,1,2,BSSC
2005,QO05r,80,1,1,BSSC
2005,QO05r,81,1,2,BSSC
2005,QO05r,84,1,3,BSSC
2005,QO05r,85,1,4,BSSC
2005,QO05r,86,1,1,BSSC
2005,QO05r,87,1,2,BSSC
2005,QO05r,88,1,2,BSSC
2005,QO05r,89,1,1,BSSC
2005,QO05r,90,1,4,BSSC
2005,QO05r,91,1,2,BSSC
2005,QO05r,92,1,1,BSSC
2005,QO05r,93,1,2,BSSC
2005,QO05r,94,1,5,BSSC
2005,QO05r,95,1,5,BSSC
2005,QO05r,96,1,6,BSSC
2005,QO05r,97,1,6,BSSC
2005,QO05r,98,1,7,BSSC
2005,QO05r,99,1,4,BSSC
2005,QO05r,100,1,5,BSSC
2005,QO05r,101,1,8,BSSC
2005,QO05r,102,1,17,BSSC
2005,QO05r,103,1,6,BSSC
2005,QO05r,104,1,14,BSSC
2005,QO05r,105,1,11,BSSC
2005,QO05r,106,1,14,BSSC
2005,QO05r,107,1,19,BSSC
2005,QO05r,108,1,20,BSSC
2005,QO05r,109,1,15,BSSC
2005,QO05r,110,1,33,BSSC
2005,QO05r,111,1,12,BSSC
2005,QO05r,112,1,28,BSSC
2005,QO05r,113,1,21,BSSC
2005,QO05r,114,1,30,BSSC
