crab_year,fishery,size,sex,total,target_stock
1994,QO95,62,2,1,BSSC
1994,QO95,66,1,1,BSSC
1994,QO95,66,2,1,BSSC
1994,QO95,67,1,1,BSSC
1994,QO95,69,2,1,BSSC
1994,QO95,70,1,1,BSSC
1994,QO95,72,1,2,BSSC
1994,QO95,72,2,1,BSSC
1994,QO95,73,1,2,BSSC
1994,QO95,73,2,1,BSSC
1994,QO95,74,1,1,BSSC
1994,QO95,74,2,1,BSSC
1994,QO95,75,1,2,BSSC
1994,QO95,75,2,3,BSSC
1994,QO95,76,2,1,BSSC
1994,QO95,77,1,2,BSSC
1994,QO95,78,1,2,BSSC
1994,QO95,78,2,1,BSSC
1994,QO95,79,1,3,BSSC
1994,QO95,79,2,1,BSSC
1994,QO95,80,1,4,BSSC
1994,QO95,80,2,3,BSSC
1994,QO95,81,1,5,BSSC
1994,QO95,81,2,1,BSSC
1994,QO95,82,1,3,BSSC
1994,QO95,82,2,3,BSSC
1994,QO95,83,1,4,BSSC
1994,QO95,84,1,5,BSSC
1994,QO95,84,2,1,BSSC
1994,QO95,85,1,6,BSSC
1994,QO95,85,2,3,BSSC
1994,QO95,86,1,5,BSSC
1994,QO95,86,2,1,BSSC
1994,QO95,87,1,8,BSSC
1994,QO95,87,2,2,BSSC
1994,QO95,88,1,4,BSSC
1994,QO95,88,2,1,BSSC
1994,QO95,89,1,2,BSSC
1994,QO95,90,1,4,BSSC
1994,QO95,90,2,1,BSSC
1994,QO95,91,1,3,BSSC
1994,QO95,92,1,5,BSSC
1994,QO95,93,1,8,BSSC
1994,QO95,94,1,10,BSSC
1994,QO95,95,1,8,BSSC
1994,QO95,96,1,7,BSSC
1994,QO95,97,1,9,BSSC
1994,QO95,98,1,5,BSSC
1994,QO95,99,1,8,BSSC
1994,QO95,100,1,14,BSSC
1994,QO95,101,1,10,BSSC
1994,QO95,102,1,7,BSSC
1994,QO95,103,1,8,BSSC
1994,QO95,104,1,22,BSSC
1994,QO95,105,1,12,BSSC
1994,QO95,106,1,13,BSSC
1994,QO95,107,1,12,BSSC
1994,QO95,108,1,13,BSSC
1994,QO95,109,1,19,BSSC
1994,QO95,110,1,22,BSSC
1994,QO95,111,1,23,BSSC
1994,QO95,112,1,17,BSSC
1994,QO95,113,1,19,BSSC
1994,QO95,114,1,21,BSSC
1994,QO95,115,1,20,BSSC
1994,QO95,116,1,15,BSSC
1994,QO95,117,1,21,BSSC
1994,QO95,118,1,16,BSSC
1994,QO95,119,1,15,BSSC
1994,QO95,120,1,15,BSSC
1994,QO95,121,1,19,BSSC
1994,QO95,122,1,9,BSSC
1994,QO95,123,1,15,BSSC
1994,QO95,124,1,10,BSSC
1994,QO95,125,1,10,BSSC
1994,QO95,126,1,10,BSSC
1994,QO95,127,1,7,BSSC
1994,QO95,128,1,4,BSSC
1994,QO95,129,1,7,BSSC
1994,QO95,130,1,7,BSSC
1994,QO95,131,1,5,BSSC
1994,QO95,132,1,4,BSSC
1994,QO95,133,1,4,BSSC
1994,QO95,134,1,1,BSSC
1994,QO95,135,1,1,BSSC
1994,QO95,137,1,2,BSSC
1994,QO95,139,1,1,BSSC
1994,QO95,140,1,1,BSSC
1994,QO95,141,1,2,BSSC
1994,QO95,142,1,1,BSSC
1994,QO95,145,1,1,BSSC
1994,QO95,152,1,1,BSSC
1994,QT94,69,2,1,WBT
1994,QT94,78,2,2,WBT
1994,QT94,83,2,1,WBT
1994,QT94,87,2,1,WBT
1994,QT94,101,1,1,WBT
1994,QT94,109,1,1,WBT
1994,QT94,116,1,1,WBT
1994,QT94,118,1,1,WBT
1994,QT94,121,1,1,WBT
1994,QT94,122,1,1,WBT
1994,QT94,125,1,1,WBT
1994,QT94,127,1,1,WBT
1994,QT94,131,1,1,WBT
1994,QT94,141,1,1,WBT
1994,TT94,80,1,1,EBT
1994,TT94,86,2,1,EBT
1994,TT94,88,2,1,EBT
1994,TT94,90,2,1,EBT
1994,TT94,93,2,1,EBT
1994,TT94,97,2,1,EBT
1994,TT94,106,1,1,EBT
1994,TT94,108,1,1,EBT
1994,TT94,111,1,1,EBT
1994,TT94,115,1,1,EBT
1994,TT94,118,1,2,EBT
1994,TT94,119,1,2,EBT
1994,TT94,122,1,2,EBT
1994,TT94,123,1,1,EBT
1994,TT94,124,1,1,EBT
1994,TT94,125,1,1,EBT
1994,TT94,126,1,2,EBT
1994,TT94,127,1,1,EBT
1994,TT94,128,1,1,EBT
1994,TT94,129,1,2,EBT
1994,TT94,130,1,2,EBT
1994,TT94,131,1,2,EBT
1994,TT94,132,1,2,EBT
1994,TT94,133,1,1,EBT
1994,TT94,135,1,2,EBT
1994,TT94,137,1,3,EBT
1994,TT94,138,1,1,EBT
1994,TT94,140,1,1,EBT
1994,TT94,141,1,1,EBT
1994,TT94,143,1,2,EBT
1994,TT94,146,1,1,EBT
1994,TT94,151,1,1,EBT
1994,TT94,157,1,1,EBT
1994,TT94,158,1,1,EBT
1994,TT94,159,1,1,EBT
1995,QO96,55,2,1,BSSC
1995,QO96,60,1,1,BSSC
1995,QO96,65,1,3,BSSC
1995,QO96,67,1,7,BSSC
1995,QO96,68,1,6,BSSC
1995,QO96,69,1,10,BSSC
1995,QO96,70,1,7,BSSC
1995,QO96,71,1,14,BSSC
1995,QO96,72,1,30,BSSC
1995,QO96,73,1,23,BSSC
1995,QO96,74,1,20,BSSC
1995,QO96,75,1,27,BSSC
1995,QO96,76,1,44,BSSC
1995,QO96,76,2,1,BSSC
1995,QO96,77,1,40,BSSC
1995,QO96,78,1,49,BSSC
1995,QO96,79,1,48,BSSC
1995,QO96,80,1,49,BSSC
1995,QO96,81,1,63,BSSC
1995,QO96,82,1,81,BSSC
1995,QO96,82,2,1,BSSC
1995,QO96,83,1,65,BSSC
1995,QO96,84,1,87,BSSC
1995,QO96,85,1,70,BSSC
1995,QO96,86,1,87,BSSC
1995,QO96,87,1,94,BSSC
1995,QO96,88,1,47,BSSC
1995,QO96,89,1,84,BSSC
1995,QO96,90,1,78,BSSC
1995,QO96,91,1,79,BSSC
1995,QO96,92,1,114,BSSC
1995,QO96,93,1,99,BSSC
1995,QO96,94,1,90,BSSC
1995,QO96,95,1,77,BSSC
1995,QO96,95,2,1,BSSC
1995,QO96,96,1,61,BSSC
1995,QO96,97,1,116,BSSC
1995,QO96,98,1,61,BSSC
1995,QO96,99,1,72,BSSC
1995,QO96,100,1,75,BSSC
1995,QO96,101,1,47,BSSC
1995,QO96,102,1,111,BSSC
1995,QO96,103,1,77,BSSC
1995,QO96,104,1,67,BSSC
1995,QO96,105,1,82,BSSC
1995,QO96,106,1,66,BSSC
1995,QO96,107,1,78,BSSC
1995,QO96,108,1,76,BSSC
1995,QO96,109,1,43,BSSC
1995,QO96,110,1,70,BSSC
1995,QO96,111,1,58,BSSC
1995,QO96,112,1,75,BSSC
1995,QO96,113,1,53,BSSC
1995,QO96,114,1,35,BSSC
1995,QO96,115,1,43,BSSC
1995,QO96,116,1,32,BSSC
1995,QO96,117,1,29,BSSC
1995,QO96,118,1,28,BSSC
1995,QO96,119,1,24,BSSC
1995,QO96,120,1,31,BSSC
1995,QO96,121,1,33,BSSC
1995,QO96,122,1,25,BSSC
1995,QO96,123,1,11,BSSC
1995,QO96,124,1,9,BSSC
1995,QO96,125,1,15,BSSC
1995,QO96,126,1,7,BSSC
1995,QO96,127,1,10,BSSC
1995,QO96,128,1,7,BSSC
1995,QO96,129,1,7,BSSC
1995,QO96,130,1,3,BSSC
1995,QO96,131,1,4,BSSC
1995,QO96,132,1,6,BSSC
1995,QO96,133,1,2,BSSC
1995,QO96,134,1,1,BSSC
1995,QO96,138,1,1,BSSC
1995,QO96,140,1,3,BSSC
1995,QO96,141,1,1,BSSC
1995,QO96,142,1,1,BSSC
1995,QO96,143,1,1,BSSC
1995,QO96,147,1,1,BSSC
1995,QO96,150,1,1,BSSC
1995,QO96,155,1,1,BSSC
1995,QR95,76,1,1,PIRKC
1995,QR95,92,1,1,PIRKC
1995,QR95,96,1,2,PIRKC
1995,QR95,98,1,1,PIRKC
1995,QR95,101,1,1,PIRKC
1995,QR95,103,1,1,PIRKC
1995,QR95,115,1,1,PIRKC
1995,QR95,119,1,1,PIRKC
1995,QR95,124,1,1,PIRKC
1995,QT95,72,1,1,WBT
1995,QT95,73,1,1,WBT
1995,QT95,82,1,1,WBT
1995,QT95,86,1,1,WBT
1995,QT95,88,1,1,WBT
1995,QT95,92,1,1,WBT
1995,QT95,98,1,1,WBT
1995,QT95,101,1,1,WBT
1995,QT95,102,1,1,WBT
1995,QT95,105,1,1,WBT
1995,QT95,130,1,2,WBT
1995,TT95,68,1,1,EBT
1995,TT95,71,1,1,EBT
1995,TT95,78,1,1,EBT
1995,TT95,79,2,1,EBT
1995,TT95,80,1,1,EBT
1995,TT95,83,1,1,EBT
1995,TT95,83,2,1,EBT
1995,TT95,85,1,1,EBT
1995,TT95,87,2,1,EBT
1995,TT95,88,2,1,EBT
1995,TT95,90,1,1,EBT
1995,TT95,91,2,1,EBT
1995,TT95,93,1,1,EBT
1995,TT95,94,1,1,EBT
1995,TT95,94,2,1,EBT
1995,TT95,95,1,1,EBT
1995,TT95,99,2,1,EBT
1995,TT95,103,1,1,EBT
1995,TT95,106,1,2,EBT
1995,TT95,109,1,2,EBT
1995,TT95,110,1,3,EBT
1995,TT95,111,1,2,EBT
1995,TT95,112,1,2,EBT
1995,TT95,114,1,1,EBT
1995,TT95,115,1,1,EBT
1995,TT95,116,1,2,EBT
1995,TT95,117,1,2,EBT
1995,TT95,118,1,3,EBT
1995,TT95,119,1,4,EBT
1995,TT95,120,1,4,EBT
1995,TT95,121,1,1,EBT
1995,TT95,122,1,1,EBT
1995,TT95,123,1,1,EBT
1995,TT95,124,1,4,EBT
1995,TT95,125,1,3,EBT
1995,TT95,126,1,4,EBT
1995,TT95,127,1,6,EBT
1995,TT95,128,1,2,EBT
1995,TT95,129,1,3,EBT
1995,TT95,130,1,4,EBT
1995,TT95,131,1,1,EBT
1995,TT95,132,1,7,EBT
1995,TT95,133,1,4,EBT
1995,TT95,134,1,3,EBT
1995,TT95,135,1,3,EBT
1995,TT95,136,1,3,EBT
1995,TT95,137,1,2,EBT
1995,TT95,138,1,2,EBT
1995,TT95,140,1,3,EBT
1995,TT95,145,1,2,EBT
1996,QO97,58,2,2,BSSC
1996,QO97,59,2,2,BSSC
1996,QO97,61,2,1,BSSC
1996,QO97,62,1,1,BSSC
1996,QO97,62,2,1,BSSC
1996,QO97,63,2,1,BSSC
1996,QO97,64,1,1,BSSC
1996,QO97,64,2,2,BSSC
1996,QO97,65,1,4,BSSC
1996,QO97,65,2,2,BSSC
1996,QO97,66,2,3,BSSC
1996,QO97,67,1,1,BSSC
1996,QO97,67,2,3,BSSC
1996,QO97,68,1,1,BSSC
1996,QO97,68,2,3,BSSC
1996,QO97,69,1,3,BSSC
1996,QO97,69,2,3,BSSC
1996,QO97,70,1,8,BSSC
1996,QO97,70,2,5,BSSC
1996,QO97,71,1,4,BSSC
1996,QO97,71,2,1,BSSC
1996,QO97,72,1,9,BSSC
1996,QO97,72,2,2,BSSC
1996,QO97,73,1,9,BSSC
1996,QO97,73,2,2,BSSC
1996,QO97,74,1,13,BSSC
1996,QO97,74,2,3,BSSC
1996,QO97,75,1,23,BSSC
1996,QO97,75,2,2,BSSC
1996,QO97,76,1,11,BSSC
1996,QO97,76,2,2,BSSC
1996,QO97,77,1,21,BSSC
1996,QO97,77,2,3,BSSC
1996,QO97,78,1,31,BSSC
1996,QO97,78,2,5,BSSC
1996,QO97,79,1,48,BSSC
1996,QO97,79,2,1,BSSC
1996,QO97,80,1,44,BSSC
1996,QO97,80,2,2,BSSC
1996,QO97,81,1,49,BSSC
1996,QO97,81,2,3,BSSC
1996,QO97,82,1,58,BSSC
1996,QO97,82,2,3,BSSC
1996,QO97,83,1,96,BSSC
1996,QO97,83,2,1,BSSC
1996,QO97,84,1,83,BSSC
1996,QO97,84,2,3,BSSC
1996,QO97,85,1,114,BSSC
1996,QO97,85,2,3,BSSC
1996,QO97,86,1,116,BSSC
1996,QO97,86,2,2,BSSC
1996,QO97,87,1,142,BSSC
1996,QO97,87,2,4,BSSC
1996,QO97,88,1,144,BSSC
1996,QO97,89,1,146,BSSC
1996,QO97,89,2,1,BSSC
1996,QO97,90,1,204,BSSC
1996,QO97,90,2,3,BSSC
1996,QO97,91,1,184,BSSC
1996,QO97,92,1,219,BSSC
1996,QO97,93,1,272,BSSC
1996,QO97,93,2,4,BSSC
1996,QO97,94,1,255,BSSC
1996,QO97,94,2,1,BSSC
1996,QO97,95,1,358,BSSC
1996,QO97,95,2,1,BSSC
1996,QO97,96,1,379,BSSC
1996,QO97,97,1,405,BSSC
1996,QO97,98,1,421,BSSC
1996,QO97,99,1,370,BSSC
1996,QO97,100,1,442,BSSC
1996,QO97,101,1,332,BSSC
1996,QO97,102,1,368,BSSC
1996,QO97,103,1,392,BSSC
1996,QO97,104,1,294,BSSC
1996,QO97,105,1,261,BSSC
1996,QO97,106,1,252,BSSC
1996,QO97,107,1,253,BSSC
1996,QO97,108,1,250,BSSC
1996,QO97,109,1,179,BSSC
1996,QO97,110,1,183,BSSC
1996,QO97,111,1,135,BSSC
1996,QO97,112,1,104,BSSC
1996,QO97,113,1,109,BSSC
1996,QO97,114,1,80,BSSC
1996,QO97,115,1,93,BSSC
1996,QO97,116,1,57,BSSC
1996,QO97,117,1,50,BSSC
1996,QO97,118,1,54,BSSC
1996,QO97,119,1,32,BSSC
1996,QO97,120,1,31,BSSC
1996,QO97,121,1,31,BSSC
1996,QO97,122,1,24,BSSC
1996,QO97,123,1,28,BSSC
1996,QO97,124,1,17,BSSC
1996,QO97,125,1,28,BSSC
1996,QO97,126,1,13,BSSC
1996,QO97,127,1,14,BSSC
1996,QO97,128,1,14,BSSC
1996,QO97,129,1,11,BSSC
1996,QO97,130,1,15,BSSC
1996,QO97,131,1,14,BSSC
1996,QO97,132,1,10,BSSC
1996,QO97,133,1,12,BSSC
1996,QO97,134,1,5,BSSC
1996,QO97,135,1,5,BSSC
1996,QO97,136,1,6,BSSC
1996,QO97,137,1,6,BSSC
1996,QO97,138,1,6,BSSC
1996,QO97,139,1,1,BSSC
1996,QO97,140,1,4,BSSC
1996,QO97,142,1,1,BSSC
1996,QO97,144,1,1,BSSC
1996,QO97,145,1,2,BSSC
1996,QO97,146,1,1,BSSC
1996,QO97,147,1,1,BSSC
1996,QO97,148,1,1,BSSC
1996,QO97,152,1,1,BSSC
1996,QO97,156,1,1,BSSC
1996,QP96,52,1,1,SMBKC_PIBKC
1996,QP96,56,1,1,SMBKC_PIBKC
1996,QP96,57,1,1,SMBKC_PIBKC
1996,QP96,58,1,3,SMBKC_PIBKC
1996,QP96,60,1,6,SMBKC_PIBKC
1996,QP96,61,1,3,SMBKC_PIBKC
1996,QP96,62,1,4,SMBKC_PIBKC
1996,QP96,63,1,5,SMBKC_PIBKC
1996,QP96,64,1,7,SMBKC_PIBKC
1996,QP96,65,1,5,SMBKC_PIBKC
1996,QP96,66,1,5,SMBKC_PIBKC
1996,QP96,67,1,8,SMBKC_PIBKC
1996,QP96,67,2,1,SMBKC_PIBKC
1996,QP96,68,1,14,SMBKC_PIBKC
1996,QP96,69,1,8,SMBKC_PIBKC
1996,QP96,70,1,12,SMBKC_PIBKC
1996,QP96,71,1,12,SMBKC_PIBKC
1996,QP96,72,1,17,SMBKC_PIBKC
1996,QP96,73,1,11,SMBKC_PIBKC
1996,QP96,74,1,14,SMBKC_PIBKC
1996,QP96,75,1,14,SMBKC_PIBKC
1996,QP96,76,1,11,SMBKC_PIBKC
1996,QP96,77,1,12,SMBKC_PIBKC
1996,QP96,78,1,12,SMBKC_PIBKC
1996,QP96,79,1,9,SMBKC_PIBKC
1996,QP96,80,1,5,SMBKC_PIBKC
1996,QP96,81,1,4,SMBKC_PIBKC
1996,QP96,82,1,4,SMBKC_PIBKC
1996,QP96,83,1,2,SMBKC_PIBKC
1996,QP96,84,1,1,SMBKC_PIBKC
1996,QP96,86,1,1,SMBKC_PIBKC
1996,QP96,87,1,1,SMBKC_PIBKC
1996,QP96,88,1,1,SMBKC_PIBKC
1996,QP96,90,1,1,SMBKC_PIBKC
1996,QT96,98,1,1,WBT
1996,QT96,102,1,1,WBT
1996,QT96,105,1,1,WBT
1996,QT96,109,1,1,WBT
1996,QT96,111,1,1,WBT
1996,QT96,113,1,1,WBT
1996,QT96,114,1,1,WBT
1996,QT96,117,1,1,WBT
1996,QT96,120,1,2,WBT
1996,QT96,121,1,1,WBT
1996,QT96,125,1,1,WBT
1996,QT96,129,1,1,WBT
1996,TR96,112,1,1,BBRKC
1996,TT96,78,1,1,EBT
1996,TT96,80,1,1,EBT
1996,TT96,83,1,2,EBT
1996,TT96,84,1,1,EBT
1996,TT96,86,1,1,EBT
1996,TT96,92,1,1,EBT
1996,TT96,97,1,1,EBT
1996,TT96,97,2,1,EBT
1996,TT96,98,1,1,EBT
1996,TT96,99,1,2,EBT
1996,TT96,102,1,1,EBT
1996,TT96,105,1,1,EBT
1996,TT96,107,1,1,EBT
1996,TT96,108,1,2,EBT
1996,TT96,110,1,1,EBT
1996,TT96,111,1,4,EBT
1996,TT96,112,1,1,EBT
1996,TT96,113,1,1,EBT
1996,TT96,114,1,2,EBT
1996,TT96,115,1,1,EBT
1996,TT96,116,1,1,EBT
1996,TT96,117,1,2,EBT
1996,TT96,118,1,4,EBT
1996,TT96,121,1,2,EBT
1996,TT96,122,1,4,EBT
1996,TT96,123,1,1,EBT
1996,TT96,124,1,1,EBT
1996,TT96,125,1,2,EBT
1996,TT96,127,1,3,EBT
1996,TT96,128,1,2,EBT
1996,TT96,130,1,2,EBT
1996,TT96,133,1,3,EBT
1996,TT96,134,1,1,EBT
1996,TT96,136,1,3,EBT
1996,TT96,137,1,1,EBT
1996,TT96,139,1,2,EBT
1996,TT96,143,1,1,EBT
1996,TT96,146,1,2,EBT
1997,QO98,41,2,1,BSSC
1997,QO98,42,2,1,BSSC
1997,QO98,46,2,1,BSSC
1997,QO98,47,2,3,BSSC
1997,QO98,48,2,3,BSSC
1997,QO98,49,2,1,BSSC
1997,QO98,50,2,4,BSSC
1997,QO98,51,2,7,BSSC
1997,QO98,52,1,1,BSSC
1997,QO98,52,2,10,BSSC
1997,QO98,53,2,3,BSSC
1997,QO98,54,2,11,BSSC
1997,QO98,55,2,15,BSSC
1997,QO98,56,2,12,BSSC
1997,QO98,57,1,1,BSSC
1997,QO98,57,2,7,BSSC
1997,QO98,58,2,17,BSSC
1997,QO98,59,1,1,BSSC
1997,QO98,59,2,13,BSSC
1997,QO98,60,1,2,BSSC
1997,QO98,60,2,11,BSSC
1997,QO98,61,2,14,BSSC
1997,QO98,62,1,1,BSSC
1997,QO98,62,2,17,BSSC
1997,QO98,63,1,1,BSSC
1997,QO98,63,2,11,BSSC
1997,QO98,64,1,12,BSSC
1997,QO98,64,2,16,BSSC
1997,QO98,65,1,16,BSSC
1997,QO98,65,2,7,BSSC
1997,QO98,66,1,10,BSSC
1997,QO98,66,2,11,BSSC
1997,QO98,67,1,12,BSSC
1997,QO98,67,2,5,BSSC
1997,QO98,68,1,10,BSSC
1997,QO98,68,2,7,BSSC
1997,QO98,69,1,18,BSSC
1997,QO98,69,2,3,BSSC
1997,QO98,70,1,32,BSSC
1997,QO98,70,2,6,BSSC
1997,QO98,71,1,19,BSSC
1997,QO98,71,2,1,BSSC
1997,QO98,72,1,49,BSSC
1997,QO98,72,2,1,BSSC
1997,QO98,73,1,34,BSSC
1997,QO98,74,1,60,BSSC
1997,QO98,74,2,1,BSSC
1997,QO98,75,1,73,BSSC
1997,QO98,76,1,86,BSSC
1997,QO98,76,2,1,BSSC
1997,QO98,77,1,101,BSSC
1997,QO98,77,2,1,BSSC
1997,QO98,78,1,128,BSSC
1997,QO98,78,2,1,BSSC
1997,QO98,79,1,138,BSSC
1997,QO98,80,1,195,BSSC
1997,QO98,81,1,180,BSSC
1997,QO98,81,2,5,BSSC
1997,QO98,82,1,258,BSSC
1997,QO98,83,1,236,BSSC
1997,QO98,84,1,267,BSSC
1997,QO98,84,2,4,BSSC
1997,QO98,85,1,326,BSSC
1997,QO98,85,2,3,BSSC
1997,QO98,86,1,331,BSSC
1997,QO98,86,2,1,BSSC
1997,QO98,87,1,432,BSSC
1997,QO98,87,2,4,BSSC
1997,QO98,88,1,451,BSSC
1997,QO98,88,2,1,BSSC
1997,QO98,89,1,452,BSSC
1997,QO98,90,1,682,BSSC
1997,QO98,91,1,678,BSSC
1997,QO98,92,1,965,BSSC
1997,QO98,93,1,848,BSSC
1997,QO98,93,2,2,BSSC
1997,QO98,94,1,1134,BSSC
1997,QO98,95,1,1306,BSSC
1997,QO98,96,1,1314,BSSC
1997,QO98,96,2,2,BSSC
1997,QO98,97,1,1503,BSSC
1997,QO98,97,2,2,BSSC
1997,QO98,98,1,1608,BSSC
1997,QO98,99,1,1496,BSSC
1997,QO98,100,1,1778,BSSC
1997,QO98,101,1,1637,BSSC
1997,QO98,102,1,1780,BSSC
1997,QO98,103,1,1621,BSSC
1997,QO98,104,1,1672,BSSC
1997,QO98,105,1,1749,BSSC
1997,QO98,105,2,1,BSSC
1997,QO98,106,1,1522,BSSC
1997,QO98,107,1,1591,BSSC
1997,QO98,108,1,1648,BSSC
1997,QO98,109,1,1374,BSSC
1997,QO98,110,1,1745,BSSC
1997,QO98,111,1,1309,BSSC
1997,QO98,112,1,1556,BSSC
1997,QO98,113,1,1160,BSSC
1997,QO98,114,1,1113,BSSC
1997,QO98,115,1,1238,BSSC
1997,QO98,116,1,957,BSSC
1997,QO98,117,1,1043,BSSC
1997,QO98,118,1,822,BSSC
1997,QO98,119,1,678,BSSC
1997,QO98,120,1,694,BSSC
1997,QO98,121,1,545,BSSC
1997,QO98,122,1,504,BSSC
1997,QO98,123,1,434,BSSC
1997,QO98,124,1,396,BSSC
1997,QO98,125,1,354,BSSC
1997,QO98,126,1,253,BSSC
1997,QO98,127,1,285,BSSC
1997,QO98,128,1,224,BSSC
1997,QO98,129,1,142,BSSC
1997,QO98,130,1,172,BSSC
1997,QO98,131,1,109,BSSC
1997,QO98,132,1,94,BSSC
1997,QO98,133,1,70,BSSC
1997,QO98,134,1,43,BSSC
1997,QO98,135,1,50,BSSC
1997,QO98,136,1,28,BSSC
1997,QO98,137,1,28,BSSC
1997,QO98,138,1,20,BSSC
1997,QO98,139,1,16,BSSC
1997,QO98,140,1,13,BSSC
1997,QO98,141,1,11,BSSC
1997,QO98,142,1,8,BSSC
1997,QO98,143,1,3,BSSC
1997,QO98,144,1,2,BSSC
1997,QO98,145,1,2,BSSC
1997,QO98,146,1,4,BSSC
1997,QO98,147,1,1,BSSC
1997,QO98,148,1,1,BSSC
1997,QO98,149,1,1,BSSC
1997,QO98,150,1,1,BSSC
1997,QO98,151,1,1,BSSC
1997,QO98,152,1,1,BSSC
1997,QO98,153,1,1,BSSC
1997,QO98,165,1,1,BSSC
1997,TR97,72,1,1,BBRKC
1997,TR97,74,1,1,BBRKC
1997,TR97,80,1,1,BBRKC
1997,TR97,86,1,1,BBRKC
1997,TR97,93,1,1,BBRKC
1997,TR97,122,1,1,BBRKC
1997,TR97,132,1,1,BBRKC
1997,TR97,133,1,1,BBRKC
1997,TR97,145,1,1,BBRKC
1998,QO99,50,2,1,BSSC
1998,QO99,51,2,1,BSSC
1998,QO99,52,2,1,BSSC
1998,QO99,54,2,2,BSSC
1998,QO99,55,2,5,BSSC
1998,QO99,56,2,3,BSSC
1998,QO99,57,1,2,BSSC
1998,QO99,57,2,3,BSSC
1998,QO99,58,2,4,BSSC
1998,QO99,59,1,1,BSSC
1998,QO99,59,2,1,BSSC
1998,QO99,60,1,1,BSSC
1998,QO99,60,2,4,BSSC
1998,QO99,61,1,1,BSSC
1998,QO99,61,2,4,BSSC
1998,QO99,62,1,5,BSSC
1998,QO99,62,2,3,BSSC
1998,QO99,63,1,1,BSSC
1998,QO99,63,2,4,BSSC
1998,QO99,64,1,5,BSSC
1998,QO99,64,2,4,BSSC
1998,QO99,65,1,3,BSSC
1998,QO99,65,2,3,BSSC
1998,QO99,66,1,5,BSSC
1998,QO99,67,1,4,BSSC
1998,QO99,67,2,5,BSSC
1998,QO99,68,1,4,BSSC
1998,QO99,68,2,4,BSSC
1998,QO99,69,1,4,BSSC
1998,QO99,69,2,3,BSSC
1998,QO99,70,1,11,BSSC
1998,QO99,71,1,12,BSSC
1998,QO99,71,2,2,BSSC
1998,QO99,72,1,18,BSSC
1998,QO99,72,2,1,BSSC
1998,QO99,73,1,21,BSSC
1998,QO99,73,2,3,BSSC
1998,QO99,74,1,19,BSSC
1998,QO99,74,2,1,BSSC
1998,QO99,75,1,21,BSSC
1998,QO99,75,2,1,BSSC
1998,QO99,76,1,20,BSSC
1998,QO99,76,2,1,BSSC
1998,QO99,77,1,27,BSSC
1998,QO99,77,2,1,BSSC
1998,QO99,78,1,37,BSSC
1998,QO99,78,2,3,BSSC
1998,QO99,79,1,25,BSSC
1998,QO99,80,1,61,BSSC
1998,QO99,80,2,2,BSSC
1998,QO99,81,1,48,BSSC
1998,QO99,81,2,2,BSSC
1998,QO99,82,1,91,BSSC
1998,QO99,82,2,2,BSSC
1998,QO99,83,1,83,BSSC
1998,QO99,83,2,1,BSSC
1998,QO99,84,1,76,BSSC
1998,QO99,84,2,1,BSSC
1998,QO99,85,1,127,BSSC
1998,QO99,85,2,4,BSSC
1998,QO99,86,1,97,BSSC
1998,QO99,86,2,1,BSSC
1998,QO99,87,1,150,BSSC
1998,QO99,87,2,2,BSSC
1998,QO99,88,1,155,BSSC
1998,QO99,88,2,2,BSSC
1998,QO99,89,1,124,BSSC
1998,QO99,89,2,1,BSSC
1998,QO99,90,1,253,BSSC
1998,QO99,91,1,212,BSSC
1998,QO99,91,2,1,BSSC
1998,QO99,92,1,291,BSSC
1998,QO99,93,1,299,BSSC
1998,QO99,94,1,371,BSSC
1998,QO99,95,1,418,BSSC
1998,QO99,96,1,361,BSSC
1998,QO99,97,1,512,BSSC
1998,QO99,98,1,512,BSSC
1998,QO99,99,1,444,BSSC
1998,QO99,100,1,713,BSSC
1998,QO99,101,1,434,BSSC
1998,QO99,102,1,588,BSSC
1998,QO99,103,1,744,BSSC
1998,QO99,104,1,658,BSSC
1998,QO99,105,1,845,BSSC
1998,QO99,106,1,698,BSSC
1998,QO99,107,1,828,BSSC
1998,QO99,108,1,800,BSSC
1998,QO99,109,1,703,BSSC
1998,QO99,110,1,921,BSSC
1998,QO99,111,1,617,BSSC
1998,QO99,112,1,866,BSSC
1998,QO99,113,1,681,BSSC
1998,QO99,114,1,705,BSSC
1998,QO99,115,1,801,BSSC
1998,QO99,116,1,466,BSSC
1998,QO99,117,1,684,BSSC
1998,QO99,118,1,553,BSSC
1998,QO99,119,1,443,BSSC
1998,QO99,120,1,413,BSSC
1998,QO99,121,1,313,BSSC
1998,QO99,122,1,314,BSSC
1998,QO99,123,1,262,BSSC
1998,QO99,124,1,207,BSSC
1998,QO99,125,1,147,BSSC
1998,QO99,126,1,103,BSSC
1998,QO99,127,1,91,BSSC
1998,QO99,128,1,60,BSSC
1998,QO99,129,1,45,BSSC
1998,QO99,130,1,41,BSSC
1998,QO99,131,1,25,BSSC
1998,QO99,132,1,21,BSSC
1998,QO99,133,1,19,BSSC
1998,QO99,134,1,16,BSSC
1998,QO99,135,1,9,BSSC
1998,QO99,136,1,3,BSSC
1998,QO99,137,1,4,BSSC
1998,QO99,138,1,1,BSSC
1998,QO99,139,1,1,BSSC
1998,QO99,142,1,2,BSSC
1998,QO99,143,1,1,BSSC
1998,QP98,32,1,1,SMBKC_PIBKC
1998,QP98,70,1,2,SMBKC_PIBKC
